Sample #,Image Type,Query,True Label,Model Response,Correctness Score
Sample 33,Horizontally Stretched,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15.,1.0
Sample 33,Squeezed Vertically,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15.,1.0
Sample 33,Squeezed Horizontally,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 11.,0.0
Sample 33,Downscaled,What's the rightmost value of dark green graph?,15,11,0.7
Sample 33,Upscaled,What's the rightmost value of dark green graph?,15,15,1.0
Sample 33,Increased Saturation,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15.,1.0
Sample 33,Super Increased Saturation,What's the rightmost value of dark green graph?,15,11,0.6
Sample 33,Decreased Saturation,What's the rightmost value of dark green graph?,15,15,1.0
Sample 33,Super Decreased Saturation,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15.,1.0
Sample 33,Increased Brightness,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15%.,1.0
Sample 33,Super Increased Brightness,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15%.,1.0
Sample 33,Decreased Brightness,What's the rightmost value of dark green graph?,15,11,0.7
Sample 33,Super Decreased Brightness,What's the rightmost value of dark green graph?,15,11,0.7
Sample 33,Increased Contrast,What's the rightmost value of dark green graph?,15,11,0.6
Sample 33,Super Increased Contrast,What's the rightmost value of dark green graph?,15,11,0.6
Sample 33,Decreased Contrast,What's the rightmost value of dark green graph?,15,15,1.0
Sample 33,Super Decreased Contrast,What's the rightmost value of dark green graph?,15,11,0.6
Sample 33,Increased Sharpness,What's the rightmost value of dark green graph?,15,15,1.0
Sample 33,Super Increased Sharpness,What's the rightmost value of dark green graph?,15,15%,0.9
Sample 33,Decreased Sharpness,What's the rightmost value of dark green graph?,15,11,0.7
Sample 33,Super Decreased Sharpness,What's the rightmost value of dark green graph?,15,15,1.0
Sample 33,Inverted,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15.,1.0
Sample 33,Super Sharp and Super Saturated,What's the rightmost value of dark green graph?,15,The rightmost value of the dark green graph is 15.,1.0
Sample 34,Baseline,How many values in light green graph are equal?,2,Two values in the light green graph are equal (15 in 2014 and 2015).,1.0
Sample 34,Black and White,How many values in light green graph are equal?,2,Two values in the light green graph are equal at 15 (years 2014 and 2015).,0.0
Sample 34,Vertically Stretched,How many values in light green graph are equal?,2,Two values in the light green graph are equal: 15 (in 2014 and 2015).,0.7
Sample 34,Horizontally Stretched,How many values in light green graph are equal?,2,"Two values in the light green graph (""Confidence in Obama"") are equal at 41.",0.4
Sample 34,Squeezed Vertically,How many values in light green graph are equal?,2,Two values in the light green graph are equal (15% for 2014 and 2015).,0.0
Sample 34,Squeezed Horizontally,How many values in light green graph are equal?,2,There are no equal values in the light green graph.,0.0
Sample 34,Downscaled,How many values in light green graph are equal?,2,There are no equal values in the light green graph.,0.0
Sample 34,Upscaled,How many values in light green graph are equal?,2,Two values in the light green graph are equal (41 in 2010 and 2011).,1.0
Sample 34,Increased Saturation,How many values in light green graph are equal?,2,Two values in the light green graph are equal (15 in 2014 and 2015).,1.0
Sample 34,Super Increased Saturation,How many values in light green graph are equal?,2,"In the light green graph, two values are equal: 15 (in 2014 and 2015).",0.0
Sample 34,Decreased Saturation,How many values in light green graph are equal?,2,Two values in the light green graph are equal: 15 (in 2014 and 2015).,0.0
Sample 34,Super Decreased Saturation,How many values in light green graph are equal?,2,Two values in the light green graph are equal (both are 15).,0.0
Sample 34,Increased Brightness,How many values in light green graph are equal?,2,Two values are equal: 57% in 2010 and 2011.,0.0
Sample 34,Super Increased Brightness,How many values in light green graph are equal?,2,Two values are equal in the light green graph.,0.0
Sample 34,Decreased Brightness,How many values in light green graph are equal?,2,Two values in the light green graph are equal.,0.0
Sample 34,Super Decreased Brightness,How many values in light green graph are equal?,2,Two values in the light green graph are equal: both are 41.,0.0
Sample 34,Increased Contrast,How many values in light green graph are equal?,2,Two values in the light green graph are equal. They are both 15 (for the years 2014 and 2015).,1.0
Sample 34,Super Increased Contrast,How many values in light green graph are equal?,2,There are two equal values (15) in the light green graph.,0.0
Sample 34,Decreased Contrast,How many values in light green graph are equal?,2,There are two values in the light green graph that are equal: 15 (in 2014 and 2015).,0.4
Sample 34,Super Decreased Contrast,How many values in light green graph are equal?,2,There are no equal values in the light green graph.,0.0
Sample 34,Increased Sharpness,How many values in light green graph are equal?,2,Two values in the light green graph are equal (15 in 2014 and 2015).,0.9
Sample 34,Super Increased Sharpness,How many values in light green graph are equal?,2,Two values are equal in the light green graph: 15 in 2014 and 2015.,0.0
Sample 34,Decreased Sharpness,How many values in light green graph are equal?,2,Two values in the light green graph are equal: 15 (in 2014 and 2015).,0.0
Sample 34,Super Decreased Sharpness,How many values in light green graph are equal?,2,There are two equal values (15) in the light green graph.,1.0
Sample 34,Inverted,How many values in light green graph are equal?,2,"Two values are equal in the light green graph (2014 and 2015, both at 15%).",1.0
Sample 34,Super Sharp and Super Saturated,How many values in light green graph are equal?,2,Two values in the light green graph are equal.,0.8
Sample 35,Baseline,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,"In 2014, 15% of Indians had no confidence in Obama to do the right thing regarding world affairs.",1.0
Sample 35,Black and White,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Vertically Stretched,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Horizontally Stretched,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Squeezed Vertically,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Squeezed Horizontally,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Downscaled,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Upscaled,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15% of Indians had no confidence in Obama regarding world affairs in 2014.,1.0
Sample 35,Increased Saturation,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Super Increased Saturation,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Decreased Saturation,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.8
Sample 35,Super Decreased Saturation,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Increased Brightness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,8%.,0.0
Sample 35,Super Increased Brightness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,36%,0.0
Sample 35,Decreased Brightness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Super Decreased Brightness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,"In 2014, 15% of Indians had no confidence in Obama to do the right thing regarding world affairs.",0.0
Sample 35,Increased Contrast,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,"In 2014, 37% of Indians had no confidence in Obama to do the right thing regarding world affairs.",0.0
Sample 35,Super Increased Contrast,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Decreased Contrast,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Super Decreased Contrast,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Increased Sharpness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Super Increased Sharpness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15% of Indians had no confidence in Obama to do the right thing regarding world affairs in 2014.,0.0
Sample 35,Decreased Sharpness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Super Decreased Sharpness,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Inverted,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.9
Sample 35,Super Sharp and Super Saturated,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,15,15%,0.7
Sample 36,Baseline,What's the average of all the values in 2015?,33,The average of all the values in 2015 is \( \frac{74 + 9 + 17}{3} = 33.33 \).,1.0
Sample 36,Black and White,What's the average of all the values in 2015?,33,33%,0.9
Sample 36,Vertically Stretched,What's the average of all the values in 2015?,33,The average of all the values in 2015 is \((74 + 17 + 8) / 3 = 33\).,1.0
Sample 36,Horizontally Stretched,What's the average of all the values in 2015?,33,The average of all the values in 2015 is \( \frac{74 + 17 + 8}{3} = 33 \).,1.0
Sample 36,Squeezed Vertically,What's the average of all the values in 2015?,33,The average of all the values in 2015 is \( \frac{74 + 8 + 17}{3} = 33 \).,1.0
